Ime,Priimek,RD,Letnik,Oddelek,Povprečna ocena
Janez,Novak,24.12.1995,4,F,2.49
Janez,Novak,6.12.1996,2,A,2.47
Janez,Novak,8.3.1994,2,C,2.25
Janez,Novak,7.12.1994,1,B,4.80
Janez,Novak,25.1.2001,3,A,2.20
Janez,Novak,29.1.1997,2,B,1.83
Janez,Novak,19.10.1998,1,D,1.94
Janez,Novak,6.11.1995,3,F,1.81
Janez,Novak,17.2.1994,1,F,1.03
Janez,Novak,28.9.1999,1,B,2.56
Janez,Novak,22.12.2000,2,D,1.25
Janez,Novak,7.12.1997,2,C,1.24
Janez,Novak,25.4.1995,4,F,2.17
Janez,Novak,26.11.1993,3,B,3.47
Janez,Novak,5.7.1999,4,A,3.43
Janez,Novak,28.6.1993,1,D,1.37
Janez,Novak,24.9.1998,3,F,1.35
Janez,Novak,18.6.1993,2,D,4.99
Janez,Novak,19.10.1998,4,B,3.73
Janez,Novak,23.5.2000,4,E,1.91
Janez,Novak,15.9.1997,3,D,1.36
Janez,Novak,7.11.1994,2,D,4.36
Janez,Novak,10.12.1995,3,F,4.52
Janez,Novak,23.2.1997,4,B,2.05
Janez,Novak,25.6.1993,2,F,2.89
Janez,Novak,18.9.1998,2,B,3.06
Janez,Novak,19.12.1998,1,F,3.33
Janez,Novak,20.1.1999,3,F,4.89
Janez,Novak,12.10.2000,2,A,1.12
Janez,Novak,20.11.1997,4,B,1.85
Janez,Novak,23.6.1995,1,C,1.08
Janez,Novak,22.5.1994,1,A,4.28
Janez,Novak,24.6.1996,4,E,4.27
Janez,Novak,21.3.2000,3,C,2.97
Janez,Novak,24.8.2001,4,F,2.04
Janez,Novak,21.9.2000,1,A,1.24
Janez,Novak,17.11.1995,1,E,4.84
Janez,Novak,26.2.1993,4,E,4.26
Janez,Novak,6.6.1993,4,B,4.18
Janez,Novak,20.6.1996,1,A,2.29
Janez,Novak,20.9.1993,4,B,2.29
Janez,Novak,8.1.2001,3,D,4.85
Janez,Novak,6.2.1993,1,C,1.80
Janez,Novak,7.12.1996,3,C,1.25
Janez,Novak,30.6.1998,4,A,4.55
Janez,Novak,24.11.1994,4,F,2.65
Janez,Novak,6.9.1996,1,E,2.41
Janez,Novak,19.10.1998,2,C,1.54
Janez,Novak,10.2.1994,1,B,1.92
Janez,Novak,27.5.1994,4,D,3.17
Janez,Novak,13.2.1998,1,A,3.40
Janez,Novak,20.5.1993,3,E,2.68
Janez,Novak,2.8.1999,2,B,3.05
Janez,Novak,11.4.2000,3,B,2.28
Janez,Novak,28.10.1998,1,A,4.85
Janez,Novak,20.5.1998,1,A,2.75
Janez,Novak,18.11.1999,2,A,3.61
Janez,Novak,16.11.1999,1,B,3.46
Janez,Novak,15.7.1994,1,D,2.23
Janez,Novak,10.9.1997,1,E,3.31
Janez,Novak,2.7.1995,1,B,4.56
Janez,Novak,6.2.1993,2,A,3.67
Janez,Novak,10.10.1999,1,F,2.40
Janez,Novak,18.7.1993,3,E,4.36
Janez,Novak,10.5.1995,3,C,2.48
Janez,Novak,13.8.1994,1,B,2.10
Janez,Novak,12.10.1998,2,E,4.01
Janez,Novak,13.1.1994,4,F,2.71
Janez,Novak,19.1.1994,3,E,3.47
Janez,Novak,1.7.1996,3,B,2.01
Janez,Novak,25.10.1994,3,E,3.08
Janez,Novak,19.9.2000,3,B,1.26
Janez,Novak,8.1.1995,3,A,4.60
Janez,Novak,16.1.1995,1,F,3.44
Janez,Novak,20.1.1993,1,A,3.92
Janez,Novak,13.3.1995,4,F,2.10
Janez,Novak,26.8.2000,2,C,4.92
Janez,Novak,26.2.1993,4,E,2.68
Janez,Novak,6.2.1994,1,C,4.46
Janez,Novak,10.3.2000,4,E,3.06
Janez,Novak,8.5.1997,1,B,1.86
Janez,Novak,23.5.2000,2,F,4.12
Janez,Novak,2.6.1998,3,F,3.17
Janez,Novak,5.8.1995,4,D,1.71
Janez,Novak,23.6.1995,1,E,3.20
Janez,Novak,1.1.1997,4,D,2.89
Janez,Novak,22.1.1994,4,E,4.33
Janez,Novak,4.3.1995,2,E,2.25
Janez,Novak,21.12.2001,3,A,3.43
Janez,Novak,28.6.1995,1,F,3.16
Janez,Novak,13.3.1994,2,F,2.10
Janez,Novak,26.9.1998,1,B,3.75
Janez,Novak,27.7.1996,4,C,1.05
Janez,Novak,21.3.1999,2,E,4.93
Janez,Novak,24.10.1994,1,F,3.75
Janez,Novak,25.8.1995,3,E,2.36
Janez,Novak,16.1.1998,2,D,4.87
Janez,Novak,8.10.1993,2,A,4.00
Janez,Novak,13.11.1995,3,C,3.04
Janez,Novak,5.2.1996,4,C,2.00
Janez,Novak,29.11.1994,2,D,2.26
Janez,Novak,12.3.2000,3,F,3.71
Janez,Novak,7.7.1994,2,C,3.32
Janez,Novak,16.7.1995,1,A,3.37
Janez,Novak,23.6.2000,4,E,3.08
Janez,Novak,15.1.2001,3,E,2.18
Janez,Novak,3.3.2001,2,E,2.55
Janez,Novak,2.5.2001,1,D,2.54
Janez,Novak,28.3.1998,4,E,1.86
Janez,Novak,24.9.1993,2,C,3.53
Janez,Novak,5.11.1993,4,C,4.95
Janez,Novak,30.4.1998,2,A,1.45
Janez,Novak,30.1.1997,4,E,2.52
Janez,Novak,29.11.1994,3,D,1.64
Janez,Novak,24.12.2000,1,A,2.76
Janez,Novak,23.6.1998,4,E,1.00
Janez,Novak,22.8.1994,3,B,4.68
Janez,Novak,27.2.1996,1,B,2.95
Janez,Novak,3.3.1998,1,E,2.18
Janez,Novak,4.7.2000,3,A,2.34
Janez,Novak,30.11.1995,4,D,4.36
Janez,Novak,27.10.1996,3,E,3.66
Janez,Novak,28.9.1999,3,D,4.03
Janez,Novak,7.9.1993,2,D,1.23
Janez,Novak,8.9.2001,4,A,2.07
Janez,Novak,24.9.1993,1,B,4.92
Janez,Novak,28.12.1997,3,F,2.78
Janez,Novak,7.12.1996,4,A,3.72
Janez,Novak,29.11.2000,1,A,3.73
Janez,Novak,17.5.2001,2,B,1.87
Janez,Novak,8.1.1998,2,C,2.37
Janez,Novak,6.11.1998,2,A,1.03
Janez,Novak,11.1.1995,1,C,1.66
Janez,Novak,17.11.1995,1,B,4.45
Janez,Novak,11.6.1995,1,D,1.89
Janez,Novak,22.5.1993,1,E,3.19
Janez,Novak,19.11.1999,1,E,2.71
Janez,Novak,19.7.1993,4,A,4.86
Janez,Novak,25.8.1994,4,F,3.12
Janez,Novak,12.4.1998,2,F,2.00
Janez,Novak,4.3.2000,2,F,4.90
Janez,Novak,26.10.1996,2,F,2.99
Janez,Novak,1.4.1998,3,C,2.84
Janez,Novak,8.12.1997,3,C,3.65
Janez,Novak,27.6.1998,1,E,3.61
Janez,Novak,22.5.1994,1,E,4.74
Janez,Novak,9.2.2000,2,F,4.24
Janez,Novak,23.11.1993,4,B,2.83
Janez,Novak,12.11.1999,2,A,2.67
Janez,Novak,4.9.2001,3,E,2.25
Janez,Novak,7.12.2000,3,C,3.57
Janez,Novak,20.4.1993,3,A,4.50
Janez,Novak,24.7.2001,3,B,1.21
Janez,Novak,30.7.1994,1,A,4.97
Janez,Novak,24.6.2000,1,C,4.35
Janez,Novak,1.12.1998,4,C,2.97
Janez,Novak,13.2.1997,4,F,2.79
Janez,Novak,25.7.1993,1,C,1.48
Janez,Novak,6.1.1996,1,C,4.37
Janez,Novak,2.9.2001,4,F,4.15
Janez,Novak,22.5.1996,3,C,3.56
Janez,Novak,17.8.1995,3,E,4.71
Janez,Novak,23.2.1994,4,F,1.84
Janez,Novak,1.9.1997,4,D,2.25
Janez,Novak,3.10.1994,2,D,2.30
Janez,Novak,17.9.2001,1,B,1.03
Janez,Novak,12.6.1997,2,F,4.11
Janez,Novak,7.12.1999,1,D,1.57
Janez,Novak,11.5.1999,3,B,1.41
Janez,Novak,27.12.1996,2,A,4.47
Janez,Novak,6.5.1993,1,B,2.45
Janez,Novak,16.10.1996,2,F,3.88
Janez,Novak,3.9.1997,2,D,1.47
Janez,Novak,1.12.2000,4,A,3.59
Janez,Novak,9.12.1996,3,D,2.96
Janez,Novak,14.12.1993,1,D,1.22
Janez,Novak,16.5.1997,1,D,2.59
Janez,Novak,2.10.1996,4,E,2.03
Janez,Novak,13.12.1998,4,D,4.78
Janez,Novak,29.4.1995,1,E,1.99
Janez,Novak,27.6.1998,4,F,2.36
Janez,Novak,22.5.2000,3,A,3.65
Janez,Novak,25.10.2000,3,A,1.20
Janez,Novak,18.8.1994,4,C,4.65
Janez,Novak,9.4.1997,2,F,2.03
Janez,Novak,12.11.1998,2,B,2.42
Janez,Novak,9.12.1993,4,E,2.78
Janez,Novak,27.5.1995,3,A,3.38
Janez,Novak,4.9.1998,4,E,2.88
Janez,Novak,5.2.1999,2,E,1.32
Janez,Novak,8.7.1995,2,A,3.82
Janez,Novak,2.6.1999,1,D,2.20
Janez,Novak,21.6.1997,3,B,3.76
Janez,Novak,4.1.2000,2,E,3.03
Janez,Novak,11.2.1999,2,A,1.04
Janez,Novak,17.2.2001,3,B,2.75
Janez,Novak,8.2.1997,4,D,2.59
Janez,Novak,8.7.1994,3,F,3.44
Janez,Novak,12.5.1995,1,A,4.68
Janez,Novak,20.2.1995,1,D,2.32
Janez,Novak,28.10.1999,3,B,1.95
Janez,Novak,12.9.2000,2,D,3.27
Janez,Novak,12.1.2000,1,E,1.02
Janez,Novak,28.6.1998,3,A,1.01
Janez,Novak,4.2.1994,2,F,3.34
Janez,Novak,1.6.1994,3,F,3.24
Janez,Novak,29.6.1997,2,D,4.92
Janez,Novak,6.9.1995,1,F,3.50
Janez,Novak,20.2.2000,1,F,4.07
Janez,Novak,5.4.1997,3,E,1.96
Janez,Novak,17.7.1994,1,F,2.57
Janez,Novak,21.11.1998,2,F,3.25
Janez,Novak,4.7.1997,1,A,3.77
Janez,Novak,16.1.1995,4,D,3.80
Janez,Novak,27.6.2000,2,B,1.64
Janez,Novak,16.6.2001,3,F,3.21
Janez,Novak,17.10.1999,2,C,3.06
Janez,Novak,9.8.1993,1,B,1.02
Janez,Novak,13.8.2001,1,C,2.00
Janez,Novak,30.10.2000,4,B,3.68
Janez,Novak,25.3.1993,1,D,2.43
Janez,Novak,23.4.1996,3,C,4.33
Janez,Novak,18.5.1997,2,C,4.86
Janez,Novak,22.2.1997,2,F,4.08
Janez,Novak,28.3.1998,1,F,2.97
Janez,Novak,20.5.1993,3,C,2.30
Janez,Novak,13.6.1994,3,F,1.28
Janez,Novak,8.11.1997,1,A,4.86
Janez,Novak,10.7.2001,3,F,1.72
Janez,Novak,30.5.1994,3,B,1.23
Janez,Novak,28.3.1997,3,E,2.59
Janez,Novak,3.6.1996,3,F,1.29
Janez,Novak,7.11.2000,4,D,2.92
Janez,Novak,7.4.2001,3,E,2.34
Janez,Novak,13.3.2001,3,C,4.23
Janez,Novak,19.5.1998,4,E,2.14
Janez,Novak,13.11.1998,3,D,4.80
Janez,Novak,28.8.1997,4,E,2.17
Janez,Novak,30.7.1996,1,E,4.04
Janez,Novak,8.1.1996,3,F,1.73
Janez,Novak,9.3.1994,2,B,2.58
Janez,Novak,14.6.1994,2,A,2.09
Janez,Novak,29.8.2000,1,C,3.64
Janez,Novak,22.1.1999,2,E,3.84
Janez,Novak,10.7.1999,3,D,4.15
Janez,Novak,17.1.1998,3,F,3.46
Janez,Novak,28.5.2001,4,A,4.33
Janez,Novak,5.11.1995,3,B,1.23
Janez,Novak,25.11.2001,2,A,3.85
Janez,Novak,3.4.2001,1,E,3.84
Janez,Novak,15.11.1999,2,E,3.22
Janez,Novak,7.1.1999,3,E,1.89
Janez,Novak,30.6.1993,4,A,3.24
Janez,Novak,24.5.2000,3,F,4.98
Janez,Novak,7.8.2001,3,E,3.06
Janez,Novak,19.10.1997,2,C,4.93
Janez,Novak,13.7.1998,1,F,3.24
Janez,Novak,29.7.1996,4,E,3.59
Janez,Novak,14.11.2000,2,C,3.61
Janez,Novak,5.4.1998,4,D,3.38
Janez,Novak,7.12.1996,2,B,2.42
Janez,Novak,29.5.1998,2,D,3.02
Janez,Novak,10.11.1997,2,D,4.63
Janez,Novak,21.5.2000,1,B,2.36
Janez,Novak,26.9.1995,2,B,3.76
Janez,Novak,4.11.1999,2,E,4.48
Janez,Novak,7.9.1998,4,B,4.24
Janez,Novak,7.11.1993,4,E,2.25
Janez,Novak,20.8.1995,1,F,4.15
Janez,Novak,5.3.1997,3,E,3.83
Janez,Novak,14.6.2001,2,B,3.88
Janez,Novak,23.9.1993,1,C,1.52
Janez,Novak,16.1.1998,1,F,2.38
Janez,Novak,11.12.1999,2,C,4.24
Janez,Novak,27.9.2001,1,C,2.38
Janez,Novak,25.6.1993,4,F,4.79
Janez,Novak,16.9.1997,2,B,1.86
Janez,Novak,10.10.1995,4,B,4.52
Janez,Novak,19.10.2001,4,E,4.31
Janez,Novak,14.9.1996,2,C,1.93
Janez,Novak,12.8.1995,1,B,2.19
Janez,Novak,10.4.1999,3,B,2.18
Janez,Novak,29.6.1993,2,A,4.42
Janez,Novak,18.3.1994,1,F,2.21
Janez,Novak,23.2.1999,3,D,1.35
Janez,Novak,2.7.1997,1,A,4.51
Janez,Novak,5.7.1994,2,D,3.23
Janez,Novak,5.2.1997,4,A,4.78
Janez,Novak,28.8.1995,3,C,4.34
Janez,Novak,28.8.1994,3,D,1.30
Janez,Novak,22.4.1996,1,D,4.84
Janez,Novak,29.10.2000,2,D,1.56
Janez,Novak,15.2.2000,4,C,4.34
Janez,Novak,4.8.1997,1,F,3.92
Janez,Novak,22.3.2001,1,B,4.38
Janez,Novak,3.6.1998,4,C,4.28
Janez,Novak,30.2.1994,2,C,4.65
Janez,Novak,28.2.1997,1,C,4.51
Janez,Novak,20.9.2001,3,B,3.13
Janez,Novak,23.12.1998,1,A,4.27
Janez,Novak,1.8.1995,2,B,4.57
Janez,Novak,1.12.1999,2,B,1.88
Janez,Novak,22.12.1995,3,F,4.55
Janez,Novak,3.8.1996,2,C,4.92
Janez,Novak,2.2.1998,1,C,1.57
Janez,Novak,22.10.2001,3,D,2.89
Janez,Novak,21.1.1994,3,B,1.01
Janez,Novak,8.2.2000,4,F,2.90
Janez,Novak,22.5.1996,4,A,2.61
Janez,Novak,12.7.1997,3,C,1.65
Janez,Novak,16.6.1998,3,E,4.77
Janez,Novak,17.4.1996,3,E,3.15
Janez,Novak,2.5.1994,1,E,2.31
Janez,Novak,6.1.2000,1,F,2.74
Janez,Novak,14.4.1998,2,A,4.05
Janez,Novak,3.10.1999,1,D,2.98
Janez,Novak,26.2.2000,3,A,1.96
Janez,Novak,28.10.1995,1,D,1.69
Janez,Novak,1.3.1994,1,D,1.90
Janez,Novak,3.9.2001,2,C,2.68
Janez,Novak,3.4.2001,1,C,3.96
Janez,Novak,11.12.1999,1,C,3.86
Janez,Novak,12.5.1998,1,D,4.78
Janez,Novak,3.1.1996,2,F,4.58
Janez,Novak,29.6.1998,1,C,4.79
Janez,Novak,24.11.1998,4,A,3.75
Janez,Novak,18.5.1994,2,D,4.84
Janez,Novak,9.10.2000,2,B,2.43
Janez,Novak,2.3.1993,2,C,2.05
Janez,Novak,18.7.2001,3,A,1.67
Janez,Novak,1.2.1999,2,C,4.00
Janez,Novak,6.1.1996,1,B,4.92
Janez,Novak,30.11.2001,2,E,3.72
Janez,Novak,7.7.1993,1,D,2.93
Janez,Novak,5.3.1994,1,D,1.21
Janez,Novak,13.12.2000,3,A,3.00
Janez,Novak,3.9.1993,3,D,1.35
Janez,Novak,1.2.1999,3,F,1.47
Janez,Novak,8.10.1996,3,C,3.77
Janez,Novak,14.8.1994,3,B,2.30
Janez,Novak,11.2.1993,1,C,3.79
Janez,Novak,28.3.1995,1,D,4.92
Janez,Novak,19.8.2001,1,E,2.45
Janez,Novak,19.11.1993,1,A,4.77
Janez,Novak,4.12.1994,3,D,2.62
Janez,Novak,24.7.1999,1,B,1.80
Janez,Novak,4.11.1999,1,B,1.23
Janez,Novak,24.3.1994,3,C,4.56
Janez,Novak,7.1.1995,2,A,1.16
Janez,Novak,24.9.2000,4,F,2.37
Janez,Novak,8.3.1997,1,A,3.25
Janez,Novak,12.7.1994,2,B,2.77
Janez,Novak,12.2.1993,4,C,4.38
Janez,Novak,18.11.1998,1,D,3.45
Janez,Novak,1.6.1996,4,C,4.30
Janez,Novak,2.5.1993,4,C,3.42
Janez,Novak,3.3.1999,4,D,3.56
Janez,Novak,10.9.1994,4,A,2.25
Janez,Novak,25.8.1993,3,C,4.28
Janez,Novak,4.1.1999,4,C,4.83
Janez,Novak,4.11.1993,3,E,4.92
Janez,Novak,7.8.2001,3,C,3.59
Janez,Novak,10.11.1994,2,B,3.18
Janez,Novak,12.9.1999,1,E,1.21
Janez,Novak,8.8.1996,2,E,1.16
Janez,Novak,10.9.1993,4,A,2.81
Janez,Novak,18.2.1998,4,F,2.49
Janez,Novak,12.11.1996,4,A,2.77
Janez,Novak,28.1.1998,1,B,4.95
Janez,Novak,26.1.2001,3,C,2.43
Janez,Novak,11.7.1998,2,E,1.26
Janez,Novak,15.8.1996,4,F,1.00
Janez,Novak,11.9.2001,4,D,3.72
Janez,Novak,8.7.2000,4,F,3.71
Janez,Novak,18.7.1993,2,B,3.20
Janez,Novak,24.6.1994,3,D,4.97
Janez,Novak,22.2.1996,1,B,4.79
Janez,Novak,28.3.2001,2,B,1.43
Janez,Novak,19.7.1994,1,A,4.36
Janez,Novak,2.8.1995,1,A,2.21
Janez,Novak,9.1.1993,3,F,4.22
Janez,Novak,9.3.1994,4,D,4.56
Janez,Novak,4.9.1994,2,E,4.49
Janez,Novak,2.4.1997,2,D,1.38
Janez,Novak,15.4.2000,1,B,3.76
Janez,Novak,27.8.1995,4,C,4.09
Janez,Novak,2.4.1999,4,F,3.20
Janez,Novak,16.11.1995,1,F,1.81
Janez,Novak,15.2.1998,4,E,1.44
Janez,Novak,24.4.1995,4,E,2.88
Janez,Novak,29.9.1997,3,F,1.83
Janez,Novak,7.6.1993,2,E,3.29
Janez,Novak,5.12.1997,4,C,3.68
Janez,Novak,3.8.1993,2,C,2.52
Janez,Novak,3.4.2001,4,F,2.86
Janez,Novak,22.8.2000,1,D,4.62
Janez,Novak,17.4.1995,3,F,1.76
Janez,Novak,14.2.1996,2,B,2.24
Janez,Novak,11.2.2001,4,B,1.59
Janez,Novak,25.12.1996,1,A,3.94
Janez,Novak,14.3.2000,2,B,2.48
Janez,Novak,16.5.1996,4,F,3.64
Janez,Novak,7.5.2001,3,B,4.73
Janez,Novak,14.9.1996,1,C,3.97
Janez,Novak,14.4.1999,1,F,2.97
Janez,Novak,26.6.1995,1,C,4.19
Janez,Novak,4.11.1996,2,F,2.77
Janez,Novak,1.8.1997,3,A,2.98
Janez,Novak,30.3.1996,3,C,3.02
Janez,Novak,26.10.1994,3,D,1.07
Janez,Novak,9.5.1995,4,A,3.68
Janez,Novak,18.3.2000,3,A,4.04
Janez,Novak,3.10.1999,4,A,3.46
Janez,Novak,30.7.1997,2,B,1.22
Janez,Novak,18.6.1998,4,B,2.96
Janez,Novak,4.11.1993,1,E,2.75
Janez,Novak,26.4.2001,3,F,2.28
Janez,Novak,1.3.1998,3,F,3.64
Janez,Novak,22.12.2000,3,D,2.35
Janez,Novak,2.3.2001,3,B,1.67
Janez,Novak,24.6.1999,1,F,3.71
Janez,Novak,18.3.1997,3,B,4.23
Janez,Novak,28.8.1995,4,E,1.76
Janez,Novak,29.11.1994,2,F,1.38
Janez,Novak,30.1.1999,3,A,4.90
Janez,Novak,10.7.2000,2,D,2.94
Janez,Novak,30.12.1993,1,D,2.39
Janez,Novak,5.7.1998,1,F,3.17
Janez,Novak,26.8.1993,3,E,4.34
Janez,Novak,10.12.1993,2,E,1.45
Janez,Novak,21.8.1996,3,B,4.90
Janez,Novak,16.10.1995,1,F,2.85
Janez,Novak,7.6.2000,3,A,4.64
Janez,Novak,17.12.1998,4,E,1.50
Janez,Novak,28.5.1993,2,A,2.96
Janez,Novak,28.8.2001,2,F,4.89
Janez,Novak,4.7.1998,1,F,3.96
Janez,Novak,1.11.2001,4,C,1.99
Janez,Novak,1.6.1998,4,E,3.31
Janez,Novak,20.9.1993,4,B,2.15
Janez,Novak,13.6.1999,2,B,4.02
Janez,Novak,9.9.1996,2,E,1.62
Janez,Novak,27.8.1994,4,D,1.05
Janez,Novak,6.4.1998,4,F,2.35
Janez,Novak,4.5.2000,2,D,1.50
Janez,Novak,22.2.1994,2,A,2.40
Janez,Novak,25.4.1993,1,D,4.62
Janez,Novak,10.10.1996,4,E,4.55
Janez,Novak,25.10.1994,4,B,4.35
Janez,Novak,19.6.2000,1,F,2.49
Janez,Novak,1.8.1994,1,D,3.16
Janez,Novak,27.7.1996,4,A,1.46
Janez,Novak,28.8.1995,3,D,1.90
Janez,Novak,27.3.1998,1,F,1.83
Janez,Novak,14.9.1993,3,F,4.50
Janez,Novak,13.10.1995,2,D,4.27
Janez,Novak,23.10.2000,1,A,4.47
Janez,Novak,22.11.2001,1,A,3.28
Janez,Novak,27.7.1997,1,B,1.90
Janez,Novak,16.6.1993,2,A,4.84
Janez,Novak,14.2.1993,2,D,2.12
Janez,Novak,9.8.1998,3,B,3.24
Janez,Novak,13.7.2000,4,C,4.53
Janez,Novak,5.11.1993,1,B,4.72
Janez,Novak,29.10.1996,1,A,1.37
Janez,Novak,17.5.1995,1,A,1.18
Janez,Novak,8.12.1994,1,B,4.17
Janez,Novak,21.2.1998,4,A,4.96
Janez,Novak,22.12.1993,4,C,2.98
Janez,Novak,8.4.1994,2,D,1.68
Janez,Novak,30.11.2001,1,B,3.81
Janez,Novak,2.11.1994,4,F,4.23
Janez,Novak,30.7.1995,1,B,2.51
Janez,Novak,6.9.1993,1,A,1.17
Janez,Novak,22.7.2001,3,C,4.63
Janez,Novak,5.4.1997,1,F,2.60
Janez,Novak,5.2.1995,4,F,4.12
Janez,Novak,16.11.1999,1,E,1.14
Janez,Novak,11.3.2001,1,D,2.95
Janez,Novak,29.8.2000,4,F,2.57
Janez,Novak,12.1.1997,2,F,3.94
Janez,Novak,30.2.2000,1,E,2.82
Janez,Novak,12.7.1993,3,A,4.46
Janez,Novak,2.6.1998,3,C,4.19
Janez,Novak,23.12.2001,4,B,4.90
Janez,Novak,16.8.1994,2,A,1.79
Janez,Novak,8.10.1999,3,C,3.42
Janez,Novak,28.10.1995,1,C,2.42
Janez,Novak,21.4.1995,4,E,4.32
Janez,Novak,14.2.1999,1,B,3.35
Janez,Novak,5.12.1994,1,B,1.40
Janez,Novak,11.3.1993,4,C,2.47
Janez,Novak,11.6.1995,4,C,3.21
Janez,Novak,5.10.1994,4,F,3.01
Janez,Novak,20.9.1998,1,A,3.36
Janez,Novak,13.12.1994,1,A,1.18
Janez,Novak,2.1.1998,2,B,3.81
Janez,Novak,28.11.1999,1,A,3.30
Janez,Novak,20.11.2000,2,E,3.03
Janez,Novak,21.10.1993,1,C,3.35
Janez,Novak,12.5.1998,4,F,1.74
Janez,Novak,20.2.1993,4,C,3.28
Janez,Novak,7.6.1996,1,B,1.79
Janez,Novak,29.12.1996,1,C,4.50
Janez,Novak,13.10.1994,1,F,2.98
Janez,Novak,20.7.1993,3,A,2.04
Janez,Novak,22.4.1995,2,A,3.34
Janez,Novak,28.9.1993,3,B,2.14
Janez,Novak,11.9.1999,4,D,2.68
Janez,Novak,28.11.1993,4,D,4.23
Janez,Novak,5.5.1996,4,D,3.09
Janez,Novak,24.1.1994,2,E,3.81
Janez,Novak,10.5.1998,3,F,3.29
Janez,Novak,2.7.1994,2,F,3.53
Janez,Novak,3.4.2000,4,C,4.62
Janez,Novak,3.10.2001,1,A,3.20
Janez,Novak,15.7.1994,3,C,2.14
Janez,Novak,8.8.1995,3,D,2.60
Janez,Novak,21.5.2000,2,B,4.49
Janez,Novak,23.10.1996,3,F,3.91
Janez,Novak,15.8.2001,2,B,2.63
Janez,Novak,6.5.1993,4,D,4.44
Janez,Novak,3.6.1998,3,B,1.59
Janez,Novak,23.3.1997,2,D,2.32
Janez,Novak,17.10.2000,3,C,1.87
Janez,Novak,26.1.1996,2,B,3.18
Janez,Novak,28.2.1996,3,B,1.74
Janez,Novak,18.5.2001,2,F,1.65
Janez,Novak,11.9.2000,3,B,3.21
Janez,Novak,14.9.1999,3,B,2.37
Janez,Novak,4.1.1993,3,F,1.12
Janez,Novak,2.9.2000,3,A,1.19
Janez,Novak,21.10.1997,3,C,2.49
Janez,Novak,26.12.1993,4,A,4.07
Janez,Novak,15.12.2001,4,E,3.58
Janez,Novak,24.4.2001,1,B,3.60
Janez,Novak,25.5.1999,1,A,1.39
Janez,Novak,27.9.1999,3,F,1.00
Janez,Novak,17.6.1993,4,D,3.88
Janez,Novak,19.7.1995,2,C,4.57
Janez,Novak,23.10.2000,1,C,4.86
Janez,Novak,17.10.1998,4,B,1.31
Janez,Novak,10.4.1996,2,F,3.91
Janez,Novak,4.7.1999,1,F,1.77
Janez,Novak,18.2.1999,3,B,1.86
Janez,Novak,13.10.1997,1,F,4.05
Janez,Novak,4.1.1996,4,A,4.05
Janez,Novak,3.10.1997,4,B,1.15
Janez,Novak,19.2.1997,4,D,2.51
Janez,Novak,9.12.1996,2,C,1.43
Janez,Novak,16.6.1996,3,E,4.22
Janez,Novak,24.6.1995,1,F,1.93
Janez,Novak,20.5.1993,1,B,3.06
Janez,Novak,2.7.1996,1,A,1.33
Janez,Novak,15.10.1998,2,B,4.15
Janez,Novak,18.5.1994,3,A,3.75
Janez,Novak,17.7.1994,4,D,1.31
Janez,Novak,9.3.1994,4,F,3.67
Janez,Novak,22.9.2000,1,A,3.00
Janez,Novak,11.7.2001,3,F,2.85
Janez,Novak,19.5.1995,4,D,3.02
Janez,Novak,4.9.1999,2,C,3.22
Janez,Novak,22.3.1998,3,B,4.58
Janez,Novak,12.2.2000,4,D,3.77
Janez,Novak,25.5.1998,1,E,2.62
Janez,Novak,28.10.1997,3,D,3.44
Janez,Novak,7.2.1993,2,B,3.02
Janez,Novak,10.10.1993,2,D,4.61
Janez,Novak,18.2.2000,3,A,3.58
Janez,Novak,24.12.1997,3,D,1.77
Janez,Novak,28.10.2001,4,A,3.61
Janez,Novak,6.6.1998,3,F,1.28
Janez,Novak,13.3.1993,4,A,1.29
Janez,Novak,29.2.2000,3,F,1.84
Janez,Novak,5.7.1995,1,A,2.72
Janez,Novak,1.7.2000,4,D,3.98
Janez,Novak,9.11.1995,4,F,1.40
Janez,Novak,19.12.1993,2,D,4.33
Janez,Novak,12.3.1999,2,D,1.87
Janez,Novak,6.11.1996,4,E,2.13
Janez,Novak,21.7.1998,3,D,4.45
Janez,Novak,6.6.1996,3,B,2.43
Janez,Novak,28.6.1998,3,F,4.50
Janez,Novak,23.1.1999,3,B,4.37
Janez,Novak,20.10.1993,2,D,1.90
Janez,Novak,15.9.2000,1,D,2.14
Janez,Novak,8.5.1994,3,E,4.46
Janez,Novak,18.3.1998,2,D,2.25
Janez,Novak,22.5.1997,2,A,4.34
Janez,Novak,30.2.1999,2,A,2.36
Janez,Novak,18.3.1996,4,B,2.14
Janez,Novak,8.6.1994,2,E,2.77
Janez,Novak,22.2.1996,4,B,4.14
Janez,Novak,3.5.1995,3,D,3.16
Janez,Novak,6.10.1996,2,B,4.60
Janez,Novak,22.8.1993,1,D,1.36
Janez,Novak,27.9.1998,4,D,4.16
Janez,Novak,29.10.1999,2,F,3.89
Janez,Novak,29.9.1995,1,C,1.72
Janez,Novak,10.1.2001,1,B,2.14
Janez,Novak,19.6.1996,1,C,1.45
Janez,Novak,1.6.1994,2,F,4.07
Janez,Novak,15.4.1998,2,C,1.61
Janez,Novak,7.3.1996,1,A,4.43
Janez,Novak,13.5.1995,3,B,1.52
Janez,Novak,6.4.1998,3,F,3.21
Janez,Novak,25.11.1998,1,E,3.23
